char_1,char_2
Viktor Krum,Igor Karkaroff
Viktor Krum,Ludo Bagman
Viktor Krum,Molly Weasley
Viktor Krum,Neville Longbottom
Viktor Krum,Padma Patil
Viktor Krum,Pansy Parkinson
Viktor Krum,Poppy Pomfrey
Viktor Krum,Rita Skeeter
Viktor Krum,Ron Weasley
Viktor Krum,Xenophilius Lovegood
Bellatrix Lestrange,Aberforth Dumbledore
Bellatrix Lestrange,"Alaster ""Mad-Eye"" Moody"
Bellatrix Lestrange,Albus Dumbledore
Bellatrix Lestrange,Alice Longbottom
Bellatrix Lestrange,Andromeda Tonks
Bellatrix Lestrange,Antonin Dolohov
Bellatrix Lestrange,Arthur Weasley
Bellatrix Lestrange,Augusta Longbottom
Bellatrix Lestrange,Augustus Rookwood
Bellatrix Lestrange,Barty Crouch Jr.
Bellatrix Lestrange,Bill Weasley
Bellatrix Lestrange,Buckbeak
Bellatrix Lestrange,Charlie Weasley
Bellatrix Lestrange,Cornelius Fudge
Bellatrix Lestrange,Dean Thomas
Bellatrix Lestrange,Dobby
Bellatrix Lestrange,Draco Malfoy
Bellatrix Lestrange,Fenrir Greyback
Bellatrix Lestrange,Fleur Delacour
Bellatrix Lestrange,Frank Longbottom
Bellatrix Lestrange,Fred Weasley
Bellatrix Lestrange,George Weasley
Bellatrix Lestrange,Ginny Weasley
Bellatrix Lestrange,Griphook
Bellatrix Lestrange,Harry Potter
Bellatrix Lestrange,Hermione Granger
Bellatrix Lestrange,Kingsley Shacklebolt
Bellatrix Lestrange,Kreacher
Bellatrix Lestrange,Lord Voldemort
Bellatrix Lestrange,Lucius Malfoy
Bellatrix Lestrange,Luna Lovegood
Bellatrix Lestrange,Minerva McGonagall
Bellatrix Lestrange,Molly Weasley
Bellatrix Lestrange,Narcissa Malfoy
Bellatrix Lestrange,Neville Longbottom
Bellatrix Lestrange,Nicholas de Mimsy-Porpington
Bellatrix Lestrange,Nymphadora Tonks
Bellatrix Lestrange,Peter Pettigrew
Bellatrix Lestrange,Quirinus Quirrell
Bellatrix Lestrange,Rabastan Lestrange
Bellatrix Lestrange,Regulus Black
Bellatrix Lestrange,Remus Lupin
Bellatrix Lestrange,Rita Skeeter
Bellatrix Lestrange,Rodolphus Lestrange
Bellatrix Lestrange,Ron Weasley
Bellatrix Lestrange,Scabbers
Bellatrix Lestrange,Severus Snape
Bellatrix Lestrange,Sirius Black
Bellatrix Lestrange,Ted Tonks
Bellatrix Lestrange,Teddy Lupin
Bellatrix Lestrange,Wormtail
Rabastan Lestrange,Albus Dumbledore
Rabastan Lestrange,Alice Longbottom
Rabastan Lestrange,Barty Crouch Jr.
Rabastan Lestrange,Bellatrix Lestrange
Rabastan Lestrange,Frank Longbottom
Rabastan Lestrange,Ginny Weasley
Rabastan Lestrange,Harry Potter
Rabastan Lestrange,Lord Voldemort
Rabastan Lestrange,Lucius Malfoy
Rabastan Lestrange,Neville Longbottom
Rabastan Lestrange,Rodolphus Lestrange
Rabastan Lestrange,Ron Weasley
Rabastan Lestrange,Severus Snape
Rabastan Lestrange,"Vincent Crabbe, Sr."
Rodolphus Lestrange,Albus Dumbledore
Rodolphus Lestrange,Alice Longbottom
Rodolphus Lestrange,Barty Crouch Jr.
Rodolphus Lestrange,Bellatrix Lestrange
Rodolphus Lestrange,Frank Longbottom
Rodolphus Lestrange,Ginny Weasley
Rodolphus Lestrange,Harry Potter
Rodolphus Lestrange,Lord Voldemort
Rodolphus Lestrange,Lucius Malfoy
Rodolphus Lestrange,Luna Lovegood
Rodolphus Lestrange,Molly Weasley
Rodolphus Lestrange,Narcissa Malfoy
Rodolphus Lestrange,Neville Longbottom
Rodolphus Lestrange,Nymphadora Tonks
Rodolphus Lestrange,Rabastan Lestrange
Rodolphus Lestrange,Ron Weasley
Rodolphus Lestrange,Severus Snape
Rodolphus Lestrange,Sirius Black
Rodolphus Lestrange,Teddy Lupin
Gilderoy Lockhart,Albus Dumbledore
Gilderoy Lockhart,Angelina Johnson
Gilderoy Lockhart,Argus Filch
Gilderoy Lockhart,Arthur Weasley
Gilderoy Lockhart,Colin Creevey
Gilderoy Lockhart,Cornelius Fudge
Gilderoy Lockhart,Cuthbert Binns
Gilderoy Lockhart,Dean Thomas
Gilderoy Lockhart,Draco Malfoy
Gilderoy Lockhart,Fawkes
Gilderoy Lockhart,Filius Flitwick
Gilderoy Lockhart,George Weasley
Gilderoy Lockhart,Ginny Weasley
Gilderoy Lockhart,Harry Potter
Gilderoy Lockhart,Hermione Granger
Gilderoy Lockhart,Irma Pince
Gilderoy Lockhart,Justin Finch-Fletchley
Gilderoy Lockhart,Katie Bell
Gilderoy Lockhart,Lavender Brown
Gilderoy Lockhart,Minerva McGonagall
Gilderoy Lockhart,Molly Weasley
Gilderoy Lockhart,Neville Longbottom
Gilderoy Lockhart,Pomona Sprout
Gilderoy Lockhart,Poppy Pomfrey
Gilderoy Lockhart,Remus Lupin
Gilderoy Lockhart,Rolanda Hooch
Gilderoy Lockhart,Ron Weasley
Gilderoy Lockhart,Rubeus Hagrid
Gilderoy Lockhart,Seamus Finnigan
Gilderoy Lockhart,Severus Snape
Gilderoy Lockhart,Susan Bones
Gilderoy Lockhart,Sybill Trelawney
Gilderoy Lockhart,Terry Boot
Alice Longbottom,Augusta Longbottom
Alice Longbottom,Barty Crouch Jr.
Alice Longbottom,Barty Crouch Sr.
Alice Longbottom,Bellatrix Lestrange
Alice Longbottom,Frank Longbottom
Alice Longbottom,Harry Potter
Alice Longbottom,Hermione Granger
Alice Longbottom,James Potter
Alice Longbottom,Molly Weasley
Alice Longbottom,Neville Longbottom
Alice Longbottom,Rabastan Lestrange
Alice Longbottom,Rodolphus Lestrange
Alice Longbottom,Severus Snape
Alice Longbottom,Sybill Trelawney
Augusta Longbottom,Albus Dumbledore
Augusta Longbottom,Alice Longbottom
Augusta Longbottom,Amycus Carrow
Augusta Longbottom,Bellatrix Lestrange
Augusta Longbottom,Frank Longbottom
Augusta Longbottom,Ginny Weasley
Augusta Longbottom,Hannah Abbott
Augusta Longbottom,Harry Potter
Augusta Longbottom,Hermione Granger
Augusta Longbottom,Lord Voldemort
Augusta Longbottom,Minerva McGonagall
Augusta Longbottom,Neville Longbottom
Augusta Longbottom,Severus Snape
Augusta Longbottom,Sybill Trelawney
Frank Longbottom,"Alaster ""Mad-Eye"" Moody"
Frank Longbottom,Alice Longbottom
Frank Longbottom,Augusta Longbottom
Frank Longbottom,Barty Crouch Jr.
Frank Longbottom,Barty Crouch Sr.
Frank Longbottom,Bellatrix Lestrange
Frank Longbottom,Harry Potter
Frank Longbottom,Hermione Granger
Frank Longbottom,Neville Longbottom
Frank Longbottom,Rabastan Lestrange
Frank Longbottom,Rodolphus Lestrange
Frank Longbottom,Severus Snape
Frank Longbottom,Sybill Trelawney
Neville Longbottom,Aberforth Dumbledore
Neville Longbottom,"Alaster ""Mad-Eye"" Moody"
Neville Longbottom,Albus Dumbledore
Neville Longbottom,Alecto Carrow
Neville Longbottom,Alice Longbottom
Neville Longbottom,Alicia Spinnet
Neville Longbottom,Amycus Carrow
Neville Longbottom,Angelina Johnson
Neville Longbottom,Antonin Dolohov
Neville Longbottom,Argus Filch
Neville Longbottom,Augusta Longbottom
Neville Longbottom,Barty Crouch Jr.
Neville Longbottom,Bellatrix Lestrange
Neville Longbottom,Bill Weasley
Neville Longbottom,Bloody Baron
Neville Longbottom,Charlie Weasley
Neville Longbottom,Cho Chang
Neville Longbottom,Colin Creevey
Neville Longbottom,Crookshanks
Neville Longbottom,Dean Thomas
Neville Longbottom,Dolores Umbridge
Neville Longbottom,Draco Malfoy
Neville Longbottom,Ernie Macmillan
Neville Longbottom,Fang
Neville Longbottom,Fenrir Greyback
Neville Longbottom,Filius Flitwick
Neville Longbottom,Firenze
Neville Longbottom,Fluffy
Neville Longbottom,Frank Longbottom
Neville Longbottom,Fred Weasley
Neville Longbottom,Garrick Ollivander
Neville Longbottom,George Weasley
Neville Longbottom,Gilderoy Lockhart
Neville Longbottom,Ginny Weasley
Neville Longbottom,Godric Gryffindor
Neville Longbottom,Gregory Goyle
Neville Longbottom,Hannah Abbott
Neville Longbottom,Harry Potter
Neville Longbottom,Hermione Granger
Neville Longbottom,Horace Slughorn
Neville Longbottom,Justin Finch-Fletchley
Neville Longbottom,Katie Bell
Neville Longbottom,Kingsley Shacklebolt
Neville Longbottom,Lavender Brown
Neville Longbottom,Lee Jordan
Neville Longbottom,Lord Voldemort
Neville Longbottom,Luna Lovegood
Neville Longbottom,Michael Corner
Neville Longbottom,Millicent Bulstrode
Neville Longbottom,Minerva McGonagall
Neville Longbottom,Molly Weasley
Neville Longbottom,Nagini
Neville Longbottom,Nicholas de Mimsy-Porpington
Neville Longbottom,Nicolas Flamel
Neville Longbottom,Nymphadora Tonks
Neville Longbottom,Oliver Wood
Neville Longbottom,Pansy Parkinson
Neville Longbottom,Parvati Patil
Neville Longbottom,Peeves
Neville Longbottom,Pomona Sprout
Neville Longbottom,Poppy Pomfrey
Neville Longbottom,Quirinus Quirrell
Neville Longbottom,Rabastan Lestrange
Neville Longbottom,Remus Lupin
Neville Longbottom,Rodolphus Lestrange
Neville Longbottom,Rolanda Hooch
Neville Longbottom,Romilda Vane
Neville Longbottom,Ron Weasley
Neville Longbottom,Rubeus Hagrid
Neville Longbottom,Seamus Finnigan
Neville Longbottom,Severus Snape
Neville Longbottom,Sir Cadogan
Neville Longbottom,Sirius Black
Neville Longbottom,Stan Shunpike
Neville Longbottom,Susan Bones
Neville Longbottom,Sybill Trelawney
Neville Longbottom,Trevor
Neville Longbottom,Viktor Krum
Neville Longbottom,Vincent Crabbe
Neville Longbottom,Xenophilius Lovegood
Neville Longbottom,Zacharias Smith
Susan Bones,Albus Dumbledore
Susan Bones,Alicia Spinnet
Susan Bones,Amelia Bones
Susan Bones,Angelina Johnson
Susan Bones,Anthony Goldstein
Susan Bones,Cedric Diggory
Susan Bones,Cho Chang
Susan Bones,Colin Creevey
Susan Bones,Dean Thomas
Susan Bones,Dolores Umbridge
Susan Bones,Ernie Macmillan
Susan Bones,Fred Weasley
Susan Bones,George Weasley
Susan Bones,Gilderoy Lockhart
Susan Bones,Ginny Weasley
Susan Bones,Goyle Sr
Susan Bones,Gregory Goyle
Susan Bones,Hannah Abbott
Susan Bones,Harry Potter
Susan Bones,Hermione Granger
Susan Bones,Justin Finch-Fletchley
Susan Bones,Katie Bell
Susan Bones,Lavender Brown
Susan Bones,Lee Jordan
Susan Bones,Luna Lovegood
Susan Bones,Marietta Edgecombe
Susan Bones,Michael Corner
Susan Bones,Minerva McGonagall
Susan Bones,Neville Longbottom
Susan Bones,Padma Patil
Susan Bones,Parvati Patil
Susan Bones,Pomona Sprout
Susan Bones,Ron Weasley
Susan Bones,Seamus Finnigan
Susan Bones,Sirius Black
Susan Bones,Terry Boot
Susan Bones,Vincent Crabbe
Susan Bones,Zacharias Smith
Luna Lovegood,"Alaster ""Mad-Eye"" Moody"
Luna Lovegood,Albus Dumbledore
Luna Lovegood,Alecto Carrow
Luna Lovegood,Alicia Spinnet
Luna Lovegood,Amycus Carrow
Luna Lovegood,Angelina Johnson
Luna Lovegood,Anthony Goldstein
Luna Lovegood,Argus Filch
Luna Lovegood,Bellatrix Lestrange
Luna Lovegood,Bill Weasley
Luna Lovegood,Cho Chang
Luna Lovegood,Colin Creevey
Luna Lovegood,Cormac McLaggen
Luna Lovegood,Cornelius Fudge
Luna Lovegood,Dean Thomas
Luna Lovegood,Dobby
Luna Lovegood,Dolores Umbridge
Luna Lovegood,Draco Malfoy
Luna Lovegood,Ernie Macmillan
Luna Lovegood,Filius Flitwick
Luna Lovegood,Fleur Delacour
Luna Lovegood,Fred Weasley
Luna Lovegood,Garrick Ollivander
Luna Lovegood,George Weasley
Luna Lovegood,Ginny Weasley
Luna Lovegood,Godric Gryffindor
Luna Lovegood,Griphook
Luna Lovegood,Hannah Abbott
Luna Lovegood,Harry Potter
Luna Lovegood,Hermione Granger
Luna Lovegood,Horace Slughorn
Luna Lovegood,Justin Finch-Fletchley
Luna Lovegood,Katie Bell
Luna Lovegood,Lavender Brown
Luna Lovegood,Lee Jordan
Luna Lovegood,Lily Potter
Luna Lovegood,Lord Voldemort
Luna Lovegood,Marietta Edgecombe
Luna Lovegood,Michael Corner
Luna Lovegood,Millicent Bulstrode
Luna Lovegood,Minerva McGonagall
Luna Lovegood,Molly Weasley
Luna Lovegood,Narcissa Malfoy
Luna Lovegood,Neville Longbottom
Luna Lovegood,Newt Scamander
Luna Lovegood,Nymphadora Tonks
Luna Lovegood,Padma Patil
Luna Lovegood,Parvati Patil
Luna Lovegood,Peeves
Luna Lovegood,Pius Thicknesse
Luna Lovegood,Poppy Pomfrey
Luna Lovegood,Rita Skeeter
Luna Lovegood,Rodolphus Lestrange
Luna Lovegood,Romilda Vane
Luna Lovegood,Ron Weasley
Luna Lovegood,Rubeus Hagrid
Luna Lovegood,Seamus Finnigan
Luna Lovegood,Severus Snape
Luna Lovegood,Sirius Black
Luna Lovegood,Susan Bones
Luna Lovegood,Sybill Trelawney
Luna Lovegood,Terry Boot
Luna Lovegood,Trevor
Luna Lovegood,Xenophilius Lovegood
Luna Lovegood,Zacharias Smith
Xenophilius Lovegood,Cornelius Fudge
Xenophilius Lovegood,Dirk Cresswell
Xenophilius Lovegood,Dobby
Xenophilius Lovegood,Dolores Umbridge
Xenophilius Lovegood,Fleur Delacour
Xenophilius Lovegood,Gellert Grindelwald
Xenophilius Lovegood,Harry Potter
Xenophilius Lovegood,Hermione Granger
Xenophilius Lovegood,Luna Lovegood
Xenophilius Lovegood,Neville Longbottom
Xenophilius Lovegood,Pius Thicknesse
Xenophilius Lovegood,Rita Skeeter
Xenophilius Lovegood,Ron Weasley
Xenophilius Lovegood,Rowena Ravenclaw
Xenophilius Lovegood,Rufus Scrimgeour
Xenophilius Lovegood,Sybill Trelawney
Xenophilius Lovegood,Viktor Krum
Remus Lupin,Aberforth Dumbledore
Remus Lupin,"Alaster ""Mad-Eye"" Moody"
Remus Lupin,Albus Dumbledore
Remus Lupin,Andromeda Tonks
Remus Lupin,Antonin Dolohov
Remus Lupin,Arabella Figg
Remus Lupin,Argus Filch
Remus Lupin,Arthur Weasley
Remus Lupin,Barty Crouch Jr.
Remus Lupin,Bellatrix Lestrange
Remus Lupin,Bill Weasley
Remus Lupin,Buckbeak
Remus Lupin,Charlie Weasley
Remus Lupin,Cuthbert Binns
Remus Lupin,Dean Thomas
Remus Lupin,Dedalus Diggle
Remus Lupin,Dolores Umbridge
Remus Lupin,Draco Malfoy
Remus Lupin,Elphias Doge
Remus Lupin,Emmeline Vance
Remus Lupin,Fenrir Greyback
Remus Lupin,Filius Flitwick
Remus Lupin,Fleur Delacour
Remus Lupin,Fred Weasley
Remus Lupin,George Weasley
Remus Lupin,Gilderoy Lockhart
Remus Lupin,Ginny Weasley
Remus Lupin,Gregory Goyle
Remus Lupin,Harry Potter
Remus Lupin,Hermione Granger
Remus Lupin,Igor Karkaroff
Remus Lupin,James Potter
Remus Lupin,Kingsley Shacklebolt
Remus Lupin,Lee Jordan
Remus Lupin,Lily Potter
Remus Lupin,Lucius Malfoy
Remus Lupin,Madam Rosmerta
Remus Lupin,Minerva McGonagall
Remus Lupin,Molly Weasley
Remus Lupin,Mundungus Fletcher
Remus Lupin,Narcissa Malfoy
Remus Lupin,Neville Longbottom
Remus Lupin,Nymphadora Tonks
Remus Lupin,Oliver Wood
Remus Lupin,Parvati Patil
Remus Lupin,Percy Weasley
Remus Lupin,Peter Pettigrew
Remus Lupin,Poppy Pomfrey
Remus Lupin,Ron Weasley
Remus Lupin,Rubeus Hagrid
Remus Lupin,Scabbers
Remus Lupin,Seamus Finnigan
Remus Lupin,Severus Snape
Remus Lupin,Sirius Black
Remus Lupin,Sturgis Podmore
Remus Lupin,Ted Tonks
Remus Lupin,Teddy Lupin
Remus Lupin,Wormtail
Teddy Lupin,Andromeda Tonks
Teddy Lupin,Antonin Dolohov
Teddy Lupin,Bellatrix Lestrange
Teddy Lupin,Bill Weasley
Teddy Lupin,Draco Malfoy
Teddy Lupin,Fleur Delacour
Teddy Lupin,Harry Potter
Teddy Lupin,Lily Potter
Teddy Lupin,Lucius Malfoy
Teddy Lupin,Narcissa Malfoy
Teddy Lupin,Nymphadora Tonks
Teddy Lupin,Regulus Black
Teddy Lupin,Remus Lupin
Teddy Lupin,Rodolphus Lestrange
Teddy Lupin,Sirius Black
Teddy Lupin,Ted Tonks
Draco Malfoy,"Alaster ""Mad-Eye"" Moody"
Draco Malfoy,Albus Dumbledore
Draco Malfoy,Alecto Carrow
Draco Malfoy,Alicia Spinnet
Draco Malfoy,Amycus Carrow
Draco Malfoy,Andromeda Tonks
Draco Malfoy,Argus Filch
Draco Malfoy,Arthur Weasley
Draco Malfoy,Barty Crouch Jr.
Draco Malfoy,Bellatrix Lestrange
Draco Malfoy,Bill Weasley
Draco Malfoy,Blaise Zabini
Draco Malfoy,Bloody Baron
Draco Malfoy,Buckbeak
Draco Malfoy,Cedric Diggory
Draco Malfoy,Charity Burbage
Draco Malfoy,Cho Chang
Draco Malfoy,Colin Creevey
Draco Malfoy,Cornelius Fudge
Draco Malfoy,Dean Thomas
Draco Malfoy,Dobby
Draco Malfoy,Dolores Umbridge
Draco Malfoy,Dudley Dursley
Draco Malfoy,Ernie Macmillan
Draco Malfoy,Fang
Draco Malfoy,Fenrir Greyback
Draco Malfoy,Filius Flitwick
Draco Malfoy,Firenze
Draco Malfoy,Fluffy
Draco Malfoy,Fred Weasley
Draco Malfoy,George Weasley
Draco Malfoy,Gilderoy Lockhart
Draco Malfoy,Ginny Weasley
Draco Malfoy,Goyle Sr
Draco Malfoy,Gregory Goyle
Draco Malfoy,Griphook
Draco Malfoy,Hannah Abbott
Draco Malfoy,Harry Potter
Draco Malfoy,Hermione Granger
Draco Malfoy,Horace Slughorn
Draco Malfoy,Irma Pince
Draco Malfoy,James Potter
Draco Malfoy,Justin Finch-Fletchley
Draco Malfoy,Katie Bell
Draco Malfoy,Kingsley Shacklebolt
Draco Malfoy,Kreacher
Draco Malfoy,Lee Jordan
Draco Malfoy,Lord Voldemort
Draco Malfoy,Lucius Malfoy
Draco Malfoy,Luna Lovegood
Draco Malfoy,Madam Rosmerta
Draco Malfoy,Millicent Bulstrode
Draco Malfoy,Minerva McGonagall
Draco Malfoy,Moaning Myrtle
Draco Malfoy,Molly Weasley
Draco Malfoy,Nagini
Draco Malfoy,Narcissa Malfoy
Draco Malfoy,Neville Longbottom
Draco Malfoy,Nymphadora Tonks
Draco Malfoy,Oliver Wood
Draco Malfoy,Pansy Parkinson
Draco Malfoy,Parvati Patil
Draco Malfoy,Peeves
Draco Malfoy,Peter Pettigrew
Draco Malfoy,Quirinus Quirrell
Draco Malfoy,Regulus Black
Draco Malfoy,Remus Lupin
Draco Malfoy,Rita Skeeter
Draco Malfoy,Rolanda Hooch
Draco Malfoy,Ron Weasley
Draco Malfoy,Rubeus Hagrid
Draco Malfoy,Salazar Slytherin
Draco Malfoy,Seamus Finnigan
Draco Malfoy,Severus Snape
Draco Malfoy,Sirius Black
Draco Malfoy,Sybill Trelawney
Draco Malfoy,Ted Tonks
Draco Malfoy,Teddy Lupin
Draco Malfoy,Terry Boot
Draco Malfoy,Theodore Nott
Draco Malfoy,Vincent Crabbe
Draco Malfoy,"Vincent Crabbe, Sr."
Lucius Malfoy,"Alaster ""Mad-Eye"" Moody"
Lucius Malfoy,Albus Dumbledore
Lucius Malfoy,Antonin Dolohov
Lucius Malfoy,Arthur Weasley
Lucius Malfoy,Augustus Rookwood
Lucius Malfoy,Barty Crouch Jr.
Lucius Malfoy,Bellatrix Lestrange
Lucius Malfoy,Buckbeak
Lucius Malfoy,Cornelius Fudge
Lucius Malfoy,Dobby
Lucius Malfoy,Dolores Umbridge
Lucius Malfoy,Draco Malfoy
Lucius Malfoy,Fenrir Greyback
Lucius Malfoy,Garrick Ollivander
Lucius Malfoy,Ginny Weasley
Lucius Malfoy,Gregory Goyle
Lucius Malfoy,Griphook
Lucius Malfoy,Harry Potter
Lucius Malfoy,Hermione Granger
Lucius Malfoy,Horace Slughorn
Lucius Malfoy,Igor Karkaroff
Lucius Malfoy,Lord Voldemort
Lucius Malfoy,Moaning Myrtle
Lucius Malfoy,Molly Weasley
Lucius Malfoy,Narcissa Malfoy
Lucius Malfoy,Nymphadora Tonks
Lucius Malfoy,Pansy Parkinson
Lucius Malfoy,Peter Pettigrew
Lucius Malfoy,Pomona Sprout
Lucius Malfoy,Rabastan Lestrange
Lucius Malfoy,Regulus Black
Lucius Malfoy,Remus Lupin
Lucius Malfoy,Rodolphus Lestrange
Lucius Malfoy,Ron Weasley
Lucius Malfoy,Rubeus Hagrid
Lucius Malfoy,Scabbers
Lucius Malfoy,Severus Snape
Lucius Malfoy,Sirius Black
Lucius Malfoy,Sturgis Podmore
Lucius Malfoy,Teddy Lupin
Lucius Malfoy,Terry Boot
Lucius Malfoy,Vincent Crabbe
Lucius Malfoy,"Vincent Crabbe, Sr."
Lucius Malfoy,Wormtail
Narcissa Malfoy,Albus Dumbledore
Narcissa Malfoy,Andromeda Tonks
Narcissa Malfoy,Bellatrix Lestrange
Narcissa Malfoy,Buckbeak
Narcissa Malfoy,Charity Burbage
Narcissa Malfoy,Cornelius Fudge
Narcissa Malfoy,Dean Thomas
Narcissa Malfoy,Dobby
Narcissa Malfoy,Dolores Umbridge
Narcissa Malfoy,Draco Malfoy
Narcissa Malfoy,Fenrir Greyback
Narcissa Malfoy,Garrick Ollivander
Narcissa Malfoy,Griphook
Narcissa Malfoy,Harry Potter
Narcissa Malfoy,Hermione Granger
Narcissa Malfoy,Kreacher
Narcissa Malfoy,Lord Voldemort
Narcissa Malfoy,Lucius Malfoy
Narcissa Malfoy,Luna Lovegood
Narcissa Malfoy,Nymphadora Tonks
Narcissa Malfoy,Peter Pettigrew
Narcissa Malfoy,Quirinus Quirrell
Narcissa Malfoy,Regulus Black
Narcissa Malfoy,Remus Lupin
Narcissa Malfoy,Rodolphus Lestrange
Narcissa Malfoy,Ron Weasley
Narcissa Malfoy,Scabbers
Narcissa Malfoy,Severus Snape
Narcissa Malfoy,Sirius Black
Narcissa Malfoy,Ted Tonks
Narcissa Malfoy,Teddy Lupin
Narcissa Malfoy,Vincent Crabbe
Narcissa Malfoy,Wormtail
Olympe Maxime,Albus Dumbledore
Olympe Maxime,Argus Filch
Olympe Maxime,Bill Weasley
Olympe Maxime,Charlie Weasley
Olympe Maxime,Cornelius Fudge
Olympe Maxime,Fleur Delacour
Olympe Maxime,Grawp
Olympe Maxime,Harry Potter
Olympe Maxime,Igor Karkaroff
Olympe Maxime,Lord Voldemort
Olympe Maxime,Rubeus Hagrid
Ernie Macmillan,Albus Dumbledore
Ernie Macmillan,Alecto Carrow
Ernie Macmillan,Alicia Spinnet
Ernie Macmillan,Amycus Carrow
Ernie Macmillan,Angelina Johnson
Ernie Macmillan,Cedric Diggory
Ernie Macmillan,Charity Burbage
Ernie Macmillan,Cho Chang
Ernie Macmillan,Colin Creevey
Ernie Macmillan,Dean Thomas
Ernie Macmillan,Dolores Umbridge
Ernie Macmillan,Draco Malfoy
Ernie Macmillan,Fat Friar
Ernie Macmillan,Fred Weasley
Ernie Macmillan,George Weasley
Ernie Macmillan,Gregory Goyle
Ernie Macmillan,Hannah Abbott
Ernie Macmillan,Harry Potter
Ernie Macmillan,Hermione Granger
Ernie Macmillan,Justin Finch-Fletchley
Ernie Macmillan,Katie Bell
Ernie Macmillan,Lavender Brown
Ernie Macmillan,Lee Jordan
Ernie Macmillan,Luna Lovegood
Ernie Macmillan,Minerva McGonagall
Ernie Macmillan,Neville Longbottom
Ernie Macmillan,Nicholas de Mimsy-Porpington
Ernie Macmillan,Parvati Patil
Ernie Macmillan,Ron Weasley
Ernie Macmillan,Seamus Finnigan
Ernie Macmillan,Severus Snape
Ernie Macmillan,Sirius Black
Ernie Macmillan,Susan Bones
Ernie Macmillan,Vincent Crabbe
Ernie Macmillan,Zacharias Smith
Minerva McGonagall,"Alaster ""Mad-Eye"" Moody"
Minerva McGonagall,Albus Dumbledore
Minerva McGonagall,Alecto Carrow
Minerva McGonagall,Amycus Carrow
Minerva McGonagall,Argus Filch
Minerva McGonagall,Augusta Longbottom
Minerva McGonagall,Barty Crouch Jr.
Minerva McGonagall,Bellatrix Lestrange
Minerva McGonagall,Bill Weasley
Minerva McGonagall,Cedric Diggory
Minerva McGonagall,Charity Burbage
Minerva McGonagall,Cornelius Fudge
Minerva McGonagall,Crookshanks
Minerva McGonagall,Cuthbert Binns
Minerva McGonagall,Dedalus Diggle
Minerva McGonagall,Dobby
Minerva McGonagall,Dolores Umbridge
Minerva McGonagall,Draco Malfoy
Minerva McGonagall,Ernie Macmillan
Minerva McGonagall,Everard
Minerva McGonagall,Fat Friar
Minerva McGonagall,Fat Lady
Minerva McGonagall,Filius Flitwick
Minerva McGonagall,Firenze
Minerva McGonagall,Fred Weasley
Minerva McGonagall,George Weasley
Minerva McGonagall,Gilderoy Lockhart
Minerva McGonagall,Ginny Weasley
Minerva McGonagall,Harry Potter
Minerva McGonagall,Helena Ravenclaw
Minerva McGonagall,Hermione Granger
Minerva McGonagall,Horace Slughorn
Minerva McGonagall,Igor Karkaroff
Minerva McGonagall,James Potter
Minerva McGonagall,Katie Bell
Minerva McGonagall,Kingsley Shacklebolt
Minerva McGonagall,Lee Jordan
Minerva McGonagall,Lord Voldemort
Minerva McGonagall,Luna Lovegood
Minerva McGonagall,Madam Rosmerta
Minerva McGonagall,Molly Weasley
Minerva McGonagall,Neville Longbottom
Minerva McGonagall,Nicholas de Mimsy-Porpington
Minerva McGonagall,Nicolas Flamel
Minerva McGonagall,Nymphadora Tonks
Minerva McGonagall,Oliver Wood
Minerva McGonagall,Pansy Parkinson
Minerva McGonagall,Peeves
Minerva McGonagall,Percy Weasley
Minerva McGonagall,Peter Pettigrew
Minerva McGonagall,Petunia Dursley
Minerva McGonagall,Pomona Sprout
Minerva McGonagall,Poppy Pomfrey
Minerva McGonagall,Quirinus Quirrell
Minerva McGonagall,Remus Lupin
Minerva McGonagall,Rolanda Hooch
Minerva McGonagall,Ron Weasley
Minerva McGonagall,Rubeus Hagrid
Minerva McGonagall,Rufus Scrimgeour
Minerva McGonagall,Scabbers
Minerva McGonagall,Seamus Finnigan
Minerva McGonagall,Severus Snape
Minerva McGonagall,Sir Cadogan
Minerva McGonagall,Sirius Black
Minerva McGonagall,Susan Bones
Minerva McGonagall,Sybill Trelawney
Minerva McGonagall,Terry Boot
Minerva McGonagall,Wormtail
Terry Boot,Albus Dumbledore
Terry Boot,Alecto Carrow
Terry Boot,Alicia Spinnet
Terry Boot,Amycus Carrow
Terry Boot,Angelina Johnson
Terry Boot,Anthony Goldstein
Terry Boot,Cho Chang
Terry Boot,Colin Creevey
Terry Boot,Dean Thomas
Terry Boot,Dolores Umbridge
Terry Boot,Draco Malfoy
Terry Boot,Fred Weasley
Terry Boot,George Weasley
Terry Boot,Gilderoy Lockhart
Terry Boot,Gregory Goyle
Terry Boot,Harry Potter
Terry Boot,Hermione Granger
Terry Boot,Justin Finch-Fletchley
Terry Boot,Katie Bell
Terry Boot,Lee Jordan
Terry Boot,Lucius Malfoy
Terry Boot,Luna Lovegood
Terry Boot,Michael Corner
Terry Boot,Minerva McGonagall
Terry Boot,Padma Patil
Terry Boot,Parvati Patil
Terry Boot,Ron Weasley
Terry Boot,Seamus Finnigan
Terry Boot,Severus Snape
Terry Boot,Susan Bones
Terry Boot,Vincent Crabbe
Cormac McLaggen,Blaise Zabini
Cormac McLaggen,Ginny Weasley
Cormac McLaggen,Harry Potter
Cormac McLaggen,Hermione Granger
